iso3n,year,illit_,age
784,"2005_09",6.261208,"30-34"
784,"2010_14",10.24645,"30-34"
784,"2015_19",8.106591,"30-34"
784,"2020_25",6.376449,"30-34"
784,"1970_74",49.12237,"35-39"
784,"1975_79",41.6852,"35-39"
784,"1980_84",36.53042,"35-39"
784,"1985_89",32.35577,"35-39"
784,"1990_94",28.72146,"35-39"
784,"1995_99",24.99547,"35-39"
784,"2000_04",20.84955,"35-39"
784,"2005_09",7.951714,"35-39"
784,"2010_14",13.10404,"35-39"
784,"2015_19",10.25983,"35-39"
784,"2020_25",7.938907,"35-39"
784,"1970_74",56.03521,"40-44"
784,"1975_79",47.60467,"40-44"
784,"1980_84",41.4221,"40-44"
784,"1985_89",36.65898,"40-44"
784,"1990_94",32.32346,"40-44"
784,"1995_99",28.71773,"40-44"
784,"2000_04",24.99841,"40-44"
784,"2005_09",9.976276,"40-44"
784,"2010_14",16.63598,"40-44"
784,"2015_19",13.11506,"40-44"
784,"2020_25",10.02853,"40-44"
784,"1970_74",63.54793,"45-49"
784,"1975_79",54.84882,"45-49"
784,"1980_84",48.33277,"45-49"
784,"1985_89",41.87082,"45-49"
784,"1990_94",36.59736,"45-49"
784,"1995_99",32.33044,"45-49"
784,"2000_04",28.71717,"45-49"
784,"2005_09",11.95786,"45-49"
784,"2010_14",20.86068,"45-49"
784,"2015_19",16.63459,"45-49"
784,"2020_25",12.79908,"45-49"
784,"1970_74","NA","50-54"
784,"1975_79",63.26571,"50-54"
784,"1980_84",55.87962,"50-54"
784,"1985_89",48.78246,"50-54"
784,"1990_94",41.85204,"50-54"
784,"1995_99",36.62574,"50-54"
784,"2000_04",32.33312,"50-54"
784,"2005_09",13.73734,"50-54"
784,"2010_14",24.99682,"50-54"
784,"2015_19",20.8554,"50-54"
784,"2020_25",16.24076,"50-54"
784,"1970_74",74.59154,"55-59"
784,"1975_79",69.22826,"55-59"
784,"1980_84",63.96963,"55-59"
784,"1985_89",56.60886,"55-59"
784,"1990_94",49.1818,"55-59"
784,"1995_99",41.89841,"55-59"
784,"2000_04",36.65036,"55-59"
784,"2005_09",15.46696,"55-59"
784,"2010_14",28.72257,"55-59"
784,"2015_19",24.99086,"55-59"
784,"2020_25",20.39091,"55-59"
784,"1970_74",78.39476,"60-64"
784,"1975_79",74.56593,"60-64"
784,"1980_84",71.64199,"60-64"
784,"1985_89",65.45032,"60-64"
784,"1990_94",56.75219,"60-64"
784,"1995_99",49.14569,"60-64"
784,"2000_04",42.02504,"60-64"
784,"2005_09",17.56297,"60-64"
784,"2010_14",32.37617,"60-64"
784,"2015_19",28.72651,"60-64"
784,"2020_25",24.58858,"60-64"
784,"1970_74",78.99326,"65-69"
784,"1975_79",77.34965,"65-69"
784,"1980_84",75.45294,"65-69"
784,"1985_89",72.50282,"65-69"
784,"1990_94",65.4725,"65-69"
784,"1995_99",56.78667,"65-69"
784,"2000_04",49.2496,"65-69"
784,"2005_09",20.09353,"65-69"
784,"2010_14",36.69637,"65-69"
784,"2015_19",32.38585,"65-69"
784,"2020_25",26.61235,"65-69"
784,"1970_74",90.97598,"70+"
784,"1975_79",83.26872,"70+"
784,"1980_84",80.47507,"70+"
784,"1985_89",76.99067,"70+"
784,"1990_94",73.42777,"70+"
784,"1995_99",66.76423,"70+"
784,"2000_04",58.64444,"70+"
784,"2005_09",24.41931,"70+"
784,"2010_14",43.08751,"70+"
784,"2015_19",37.15775,"70+"
784,"2020_25",30.28217,"70+"
784,"1970_74",45.12001,"15+"
784,"1975_79",38.4907,"15+"
784,"1980_84",33.79789,"15+"
784,"1985_89",30.88496,"15+"
784,"1990_94",28.63091,"15+"
784,"1995_99",26.06019,"15+"
784,"2000_04",23.30047,"15+"
784,"2005_09",9.96615,"15+"
784,"2010_14",18.74653,"15+"
784,"2015_19",16.71575,"15+"
784,"2020_25",14.09745,"15+"
788,"1970_74",38.49279,"15-19"
788,"1975_79",28.77221,"15-19"
788,"1980_84",22.39071,"15-19"
788,"1985_89",16.64316,"15-19"
788,"1990_94",10.82324,"15-19"
788,"1995_99",6.972762,"15-19"
788,"2000_04",4.22231,"15-19"
788,"2005_09",2.804854,"15-19"
788,"2010_14",1.981873,"15-19"
788,"2015_19",1.279336,"15-19"
788,"2020_25",.9602338,"15-19"
788,"1970_74",50.25332,"20-24"
788,"1975_79",38.51266,"20-24"
788,"1980_84",28.77154,"20-24"
788,"1985_89",22.49148,"20-24"
788,"1990_94",16.78005,"20-24"
788,"1995_99",10.83399,"20-24"
788,"2000_04",6.679472,"20-24"
788,"2005_09",4.516664,"20-24"
788,"2010_14",3.084933,"20-24"
788,"2015_19",1.763527,"20-24"
788,"2020_25",1.245045,"20-24"
788,"1970_74",62.69161,"25-29"
788,"1975_79",50.72866,"25-29"
788,"1980_84",38.48525,"25-29"
788,"1985_89",28.88922,"25-29"
788,"1990_94",22.73391,"25-29"
788,"1995_99",16.89003,"25-29"
788,"2000_04",10.37366,"25-29"
788,"2005_09",7.144015,"25-29"
788,"2010_14",4.966949,"25-29"
788,"2015_19",2.745147,"25-29"
788,"2020_25",1.707183,"25-29"
788,"1970_74",72.88713,"30-34"
788,"1975_79",62.68342,"30-34"
788,"1980_84",50.71425,"30-34"
788,"1985_89",38.50935,"30-34"
788,"1990_94",29.0723,"30-34"
788,"1995_99",22.8743,"30-34"
788,"2000_04",16.16168,"30-34"
788,"2005_09",11.08962,"30-34"
788,"2010_14",7.850633,"30-34"
788,"2015_19",4.418067,"30-34"
788,"2020_25",2.620288,"30-34"
788,"1970_74",79.61063,"35-39"
788,"1975_79",72.19642,"35-39"
788,"1980_84",62.77653,"35-39"
788,"1985_89",50.592,"35-39"
788,"1990_94",38.47377,"35-39"
788,"1995_99",29.15091,"35-39"
788,"2000_04",21.89206,"35-39"
788,"2005_09",17.27947,"35-39"
788,"2010_14",12.19205,"35-39"
788,"2015_19",6.983862,"35-39"
788,"2020_25",4.223608,"35-39"
788,"1970_74",84.20472,"40-44"
788,"1975_79",79.18301,"40-44"
788,"1980_84",72.26238,"40-44"
788,"1985_89",62.55385,"40-44"
788,"1990_94",50.26587,"40-44"
788,"1995_99",38.38286,"40-44"
788,"2000_04",27.91894,"40-44"
788,"2005_09",23.4112,"40-44"
788,"2010_14",18.99941,"40-44"
788,"2015_19",10.84749,"40-44"
788,"2020_25",6.689961,"40-44"
788,"1970_74",87.70293,"45-49"
788,"1975_79",83.92699,"45-49"
788,"1980_84",79.25829,"45-49"
788,"1985_89",72.16282,"45-49"
788,"1990_94",62.17634,"45-49"
788,"1995_99",50.05721,"45-49"
788,"2000_04",36.77707,"45-49"
788,"2005_09",29.85397,"45-49"
788,"2010_14",25.74002,"45-49"
788,"2015_19",16.90724,"45-49"
788,"2020_25",10.4081,"45-49"
788,"1970_74","NA","50-54"
788,"1975_79",87.39957,"50-54"
788,"1980_84",84.02282,"50-54"
788,"1985_89",79.18717,"50-54"
788,"1990_94",71.90918,"50-54"
788,"1995_99",62.03138,"50-54"
788,"2000_04",47.97833,"50-54"
788,"2005_09",39.37228,"50-54"
788,"2010_14",32.85944,"50-54"
788,"2015_19",22.92706,"50-54"
788,"2020_25",16.22255,"50-54"
788,"1970_74",92.73105,"55-59"
788,"1975_79",90.04934,"55-59"
788,"1980_84",87.50738,"55-59"
788,"1985_89",83.99318,"55-59"
788,"1990_94",79.02173,"55-59"
788,"1995_99",71.80691,"55-59"
788,"2000_04",59.51101,"55-59"
788,"2005_09",51.41837,"55-59"
788,"2010_14",43.37965,"55-59"
788,"2015_19",29.31663,"55-59"
788,"2020_25",22.476,"55-59"
788,"1970_74",94.68408,"60-64"
788,"1975_79",92.13449,"60-64"
788,"1980_84",90.22322,"60-64"
788,"1985_89",87.4693,"60-64"
788,"1990_94",83.81383,"60-64"
788,"1995_99",79.0076,"60-64"
788,"2000_04",68.93562,"60-64"
788,"2005_09",63.82369,"60-64"
788,"2010_14",56.76364,"60-64"
788,"2015_19",38.77684,"60-64"
788,"2020_25",28.76954,"60-64"
788,"1970_74",96.18137,"65-69"
788,"1975_79",94.32175,"65-69"
788,"1980_84",92.28938,"65-69"
788,"1985_89",90.30338,"65-69"
788,"1990_94",87.39462,"65-69"
788,"1995_99",83.78494,"65-69"
788,"2000_04",75.87289,"65-69"
788,"2005_09",73.9516,"65-69"
788,"2010_14",70.51031,"65-69"
788,"2015_19",50.7652,"65-69"
788,"2020_25",34.30993,"65-69"
788,"1970_74",96.67973,"70+"
788,"1975_79",95.75236,"70+"
788,"1980_84",94.41434,"70+"
788,"1985_89",92.24874,"70+"
788,"1990_94",90.10889,"70+"
788,"1995_99",87.50871,"70+"
788,"2000_04",80.49763,"70+"
788,"2005_09",81.46777,"70+"
788,"2010_14",81.82929,"70+"
788,"2015_19",63.42261,"70+"
788,"2020_25",45.27148,"70+"
788,"1970_74",69.13297,"15+"
788,"1975_79",60.28242,"15+"
788,"1980_84",52.00521,"15+"
788,"1985_89",44.75068,"15+"
788,"1990_94",38.72446,"15+"
788,"1995_99",32.8135,"15+"
788,"2000_04",25.703,"15+"
788,"2005_09",22.62424,"15+"
788,"2010_14",20.49008,"15+"
788,"2015_19",14.89485,"15+"
788,"2020_25",11.28334,"15+"
792,"1970_74",17.13889,"15-19"
792,"1975_79",12.57135,"15-19"
792,"1980_84",9.512306,"15-19"
792,"1985_89",7.559804,"15-19"
792,"1990_94",5.340496,"15-19"
792,"1995_99",3.638793,"15-19"
792,"2000_04",2.21121,"15-19"
792,"2005_09",1.476507,"15-19"
792,"2010_14",.549825,"15-19"
792,"2015_19",.2888314,"15-19"
792,"2020_25",.2709378,"15-19"
792,"1970_74",21.89443,"20-24"
792,"1975_79",16.69071,"20-24"
792,"1980_84",12.53265,"20-24"
792,"1985_89",9.62208,"20-24"
792,"1990_94",7.653816,"20-24"
792,"1995_99",5.342337,"20-24"
792,"2000_04",3.316802,"20-24"
792,"2005_09",2.336957,"20-24"
792,"2010_14",.913152,"20-24"
792,"2015_19",.501367,"20-24"
792,"2020_25",.5025521,"20-24"
792,"1970_74",28.22188,"25-29"
792,"1975_79",21.92817,"25-29"
792,"1980_84",16.68863,"25-29"
792,"1985_89",12.39199,"25-29"
792,"1990_94",9.697465,"25-29"
792,"1995_99",7.659155,"25-29"
792,"2000_04",4.869395,"25-29"
792,"2005_09",3.505332,"25-29"
792,"2010_14",1.445255,"25-29"
792,"2015_19",.8328155,"25-29"
792,"2020_25",.8842472,"25-29"
792,"1970_74",36.89121,"30-34"
792,"1975_79",28.69261,"30-34"
792,"1980_84",22.26815,"30-34"
792,"1985_89",16.73539,"30-34"
792,"1990_94",12.58654,"30-34"
792,"1995_99",9.697381,"30-34"
792,"2000_04",6.979406,"30-34"
792,"2005_09",5.144757,"30-34"
792,"2010_14",2.167541,"30-34"
792,"2015_19",1.317828,"30-34"
792,"2020_25",1.469095,"30-34"
792,"1970_74",44.11301,"35-39"
792,"1975_79",37.45692,"35-39"
792,"1980_84",28.97881,"35-39"
792,"1985_89",22.09347,"35-39"
792,"1990_94",16.84555,"35-39"
792,"1995_99",12.59554,"35-39"
792,"2000_04",8.835946,"35-39"
792,"2005_09",7.373617,"35-39"
792,"2010_14",3.180897,"35-39"
792,"2015_19",1.976267,"35-39"
792,"2020_25",2.338618,"35-39"
792,"1970_74",49.67255,"40-44"
792,"1975_79",44.03341,"40-44"
792,"1980_84",37.03889,"40-44"
792,"1985_89",28.70658,"40-44"
792,"1990_94",22.39609,"40-44"
792,"1995_99",16.85345,"40-44"
792,"2000_04",11.48141,"40-44"
792,"2005_09",9.337711,"40-44"
792,"2010_14",4.559667,"40-44"
792,"2015_19",2.900781,"40-44"
792,"2020_25",3.523709,"40-44"
792,"1970_74",55.57033,"45-49"
792,"1975_79",49.9758,"45-49"
792,"1980_84",43.51048,"45-49"
792,"1985_89",36.58828,"45-49"
792,"1990_94",29.00202,"45-49"
792,"1995_99",22.43111,"45-49"
792,"2000_04",15.37826,"45-49"
792,"2005_09",12.14549,"45-49"
792,"2010_14",5.778666,"45-49"
792,"2015_19",4.160892,"45-49"
792,"2020_25",5.180212,"45-49"
792,"1970_74","NA","50-54"
792,"1975_79",55.44817,"50-54"
792,"1980_84",49.8425,"50-54"
792,"1985_89",43.50728,"50-54"
792,"1990_94",37.21196,"50-54"
792,"1995_99",29.05294,"50-54"
792,"2000_04",20.49696,"50-54"
792,"2005_09",16.29195,"50-54"
792,"2010_14",7.529806,"50-54"
792,"2015_19",5.281348,"50-54"
792,"2020_25",7.46258,"50-54"
792,"1970_74",67.31968,"55-59"
792,"1975_79",61.82112,"55-59"
792,"1980_84",55.28608,"55-59"
792,"1985_89",49.92221,"55-59"
792,"1990_94",44.18805,"55-59"
792,"1995_99",37.33241,"55-59"
792,"2000_04",26.60564,"55-59"
792,"2005_09",21.77509,"55-59"
792,"2010_14",10.13171,"55-59"
792,"2015_19",6.904432,"55-59"
792,"2020_25",9.655471,"55-59"
792,"1970_74",72.53424,"60-64"
792,"1975_79",67.64319,"60-64"
792,"1980_84",61.68702,"60-64"
792,"1985_89",55.77697,"60-64"
792,"1990_94",50.96471,"60-64"
792,"1995_99",44.43502,"60-64"
792,"2000_04",34.26914,"60-64"
792,"2005_09",28.35905,"60-64"
792,"2010_14",13.59997,"60-64"
792,"2015_19",9.335281,"60-64"
792,"2020_25",12.5309,"60-64"
792,"1970_74",77.73564,"65-69"
792,"1975_79",73.62462,"65-69"
792,"1980_84",68.51658,"65-69"
792,"1985_89",62.78491,"65-69"
792,"1990_94",57.0905,"65-69"
792,"1995_99",51.32149,"65-69"
792,"2000_04",40.85157,"65-69"
792,"2005_09",36.57834,"65-69"
792,"2010_14",17.75446,"65-69"
792,"2015_19",12.57758,"65-69"
792,"2020_25",15.07046,"65-69"
792,"1970_74",79.87708,"70+"
792,"1975_79",78.76643,"70+"
792,"1980_84",74.92177,"70+"
792,"1985_89",69.65271,"70+"
792,"1990_94",64.04615,"70+"
792,"1995_99",58.2976,"70+"
792,"2000_04",47.97482,"70+"
792,"2005_09",44.48256,"70+"
792,"2010_14",23.22241,"70+"
792,"2015_19",16.93439,"70+"
792,"2020_25",21.30917,"70+"
792,"1970_74",40.5852,"15+"
792,"1975_79",34.5565,"15+"
792,"1980_84",29.14097,"15+"
792,"1985_89",24.34147,"15+"
792,"1990_94",20.39289,"15+"
792,"1995_99",16.72294,"15+"
792,"2000_04",12.63451,"15+"
792,"2005_09",11.04473,"15+"
792,"2010_14",5.523454,"15+"
792,"2015_19",4.026906,"15+"
792,"2020_25",5.54873,"15+"
795,"1970_74","NA","NA"
795,"1975_79","NA","NA"
795,"1980_84","NA","NA"
795,"1985_89","NA","NA"
795,"1990_94","NA","NA"
795,"1995_99","NA","NA"
795,"2000_04","NA","NA"
795,"2005_09","NA","NA"
795,"2010_14","NA","NA"
795,"2015_19","NA","NA"
795,"2020_25","NA","NA"
796,"1970_74","NA","NA"
796,"1975_79","NA","NA"
796,"1980_84","NA","NA"
796,"1985_89","NA","NA"
796,"1990_94","NA","NA"
796,"1995_99","NA","NA"
796,"2000_04","NA","NA"
796,"2005_09","NA","NA"
796,"2010_14","NA","NA"
796,"2015_19","NA","NA"
796,"2020_25","NA","NA"
798,"1970_74","NA","NA"
798,"1975_79","NA","NA"
798,"1980_84","NA","NA"
798,"1985_89","NA","NA"
798,"1990_94","NA","NA"
798,"1995_99","NA","NA"
798,"2000_04","NA","NA"
798,"2005_09","NA","NA"
798,"2010_14","NA","NA"
798,"2015_19","NA","NA"
798,"2020_25","NA","NA"
800,"1970_74",45.90282,"15-19"
800,"1975_79",40.61552,"15-19"
800,"1980_84",35.45876,"15-19"
800,"1985_89",30.4367,"15-19"
800,"1990_94",25.78784,"15-19"
800,"1995_99",21.60794,"15-19"
800,"2000_04",18.39919,"15-19"
800,"2005_09",15.81549,"15-19"
800,"2010_14",14.94616,"15-19"
800,"2015_19",11.84543,"15-19"
800,"2020_25",7.699065,"15-19"
800,"1970_74",51.35473,"20-24"
800,"1975_79",45.93839,"20-24"
800,"1980_84",40.65457,"20-24"
800,"1985_89",35.47705,"20-24"
800,"1990_94",30.43772,"20-24"
800,"1995_99",25.78009,"20-24"
800,"2000_04",22.20083,"20-24"
800,"2005_09",19.25898,"20-24"
800,"2010_14",18.33299,"20-24"
800,"2015_19",14.60732,"20-24"
800,"2020_25",9.529634,"20-24"
800,"1970_74",56.72314,"25-29"
800,"1975_79",51.41947,"25-29"
800,"1980_84",45.99588,"25-29"
800,"1985_89",40.67767,"25-29"
800,"1990_94",35.46047,"25-29"
800,"1995_99",30.40563,"25-29"
800,"2000_04",26.47473,"25-29"
800,"2005_09",23.23166,"25-29"
800,"2010_14",22.32093,"25-29"
800,"2015_19",17.91617,"25-29"
800,"2020_25",11.75585,"25-29"
800,"1970_74",61.82472,"30-34"
800,"1975_79",56.76448,"30-34"
800,"1980_84",51.46347,"30-34"
800,"1985_89",46.0191,"30-34"
800,"1990_94",40.64156,"30-34"
800,"1995_99",35.40637,"30-34"
800,"2000_04",31.21362,"30-34"
800,"2005_09",27.69395,"30-34"
800,"2010_14",26.92048,"30-34"
800,"2015_19",21.80863,"30-34"
800,"2020_25",14.42464,"30-34"
800,"1970_74",66.61729,"35-39"
800,"1975_79",61.87039,"35-39"
800,"1980_84",56.79655,"35-39"
800,"1985_89",51.49183,"35-39"
800,"1990_94",45.99554,"35-39"
800,"1995_99",40.60072,"35-39"
800,"2000_04",36.3526,"35-39"
800,"2005_09",32.65549,"35-39"
800,"2010_14",32.09159,"35-39"
800,"2015_19",26.30385,"35-39"
800,"2020_25",17.57411,"35-39"
800,"1970_74",71.1386,"40-44"
800,"1975_79",66.64991,"40-44"
800,"1980_84",61.92206,"40-44"
800,"1985_89",56.86029,"40-44"
800,"1990_94",51.52745,"40-44"
800,"1995_99",46.02172,"40-44"
800,"2000_04",41.74504,"40-44"
800,"2005_09",38.07946,"40-44"
800,"2010_14",37.87348,"40-44"
800,"2015_19",31.37874,"40-44"
800,"2020_25",21.22494,"40-44"
800,"1970_74",75.21107,"45-49"
800,"1975_79",71.23493,"45-49"
800,"1980_84",66.74706,"45-49"
800,"1985_89",62.02539,"45-49"
800,"1990_94",56.99944,"45-49"
800,"1995_99",51.69566,"45-49"
800,"2000_04",47.41722,"45-49"
800,"2005_09",43.78523,"45-49"
800,"2010_14",44.21346,"45-49"
800,"2015_19",37.06862,"45-49"
800,"2020_25",25.37198,"45-49"
800,"1970_74","NA","50-54"
800,"1975_79",75.33135,"50-54"
800,"1980_84",71.35825,"50-54"
800,"1985_89",66.90085,"50-54"
800,"1990_94",62.28566,"50-54"
800,"1995_99",57.31647,"50-54"
800,"2000_04",53.36818,"50-54"
800,"2005_09",49.83105,"50-54"
800,"2010_14",50.90798,"50-54"
800,"2015_19",43.32624,"50-54"
800,"2020_25",30.03179,"50-54"
800,"1970_74",81.81026,"55-59"
800,"1975_79",78.92731,"55-59"
800,"1980_84",75.4727,"55-59"
800,"1985_89",71.55833,"55-59"
800,"1990_94",67.20456,"55-59"
800,"1995_99",62.68267,"55-59"
800,"2000_04",59.22036,"55-59"
800,"2005_09",56.11645,"55-59"
800,"2010_14",57.9774,"55-59"
800,"2015_19",49.92537,"55-59"
800,"2020_25",35.17744,"55-59"
800,"1970_74",84.62455,"60-64"
800,"1975_79",81.98136,"60-64"
800,"1980_84",79.09843,"60-64"
800,"1985_89",75.67292,"60-64"
800,"1990_94",71.84181,"60-64"
800,"1995_99",67.55524,"60-64"
800,"2000_04",64.72233,"60-64"
800,"2005_09",62.27074,"60-64"
800,"2010_14",65.30786,"60-64"
800,"2015_19",56.8834,"60-64"
800,"2020_25",40.6137,"60-64"
800,"1970_74",87.21171,"65-69"
800,"1975_79",84.75175,"65-69"
800,"1980_84",82.12478,"65-69"
800,"1985_89",79.28838,"65-69"
800,"1990_94",75.91016,"65-69"
800,"1995_99",72.10688,"65-69"
800,"2000_04",69.69307,"65-69"
800,"2005_09",67.99136,"65-69"
800,"2010_14",72.43822,"65-69"
800,"2015_19",64.07292,"65-69"
800,"2020_25",43.69561,"65-69"
800,"1970_74",88.43091,"70+"
800,"1975_79",87.57387,"70+"
800,"1980_84",85.21006,"70+"
800,"1985_89",82.64072,"70+"
800,"1990_94",79.71538,"70+"
800,"1995_99",76.30092,"70+"
800,"2000_04",74.47507,"70+"
800,"2005_09",73.38587,"70+"
800,"2010_14",79.37068,"70+"
800,"2015_19",71.32587,"70+"
800,"2020_25",49.84052,"70+"
800,"1970_74",61.97456,"15+"
800,"1975_79",57.20666,"15+"
800,"1980_84",52.25819,"15+"
800,"1985_89",47.11469,"15+"
800,"1990_94",41.61246,"15+"
800,"1995_99",36.02705,"15+"
800,"2000_04",31.85749,"15+"
800,"2005_09",28.62686,"15+"
800,"2010_14",28.29495,"15+"
800,"2015_19",23.4725,"15+"
800,"2020_25",16.03657,"15+"
804,"1970_74",.2754006,"15-19"
804,"1975_79",.2298547,"15-19"
804,"1980_84",.1928772,"15-19"
804,"1985_89",.162712,"15-19"
804,"1990_94",.1380467,"15-19"
804,"1995_99",.1176775,"15-19"
804,"2000_04",.1591192,"15-19"
804,"2005_09",.0871223,"15-19"
804,"2010_14",.0077242,"15-19"
804,"2015_19",.0657328,"15-19"
804,"2020_25","NA","15-19"
804,"1970_74",.3336912,"20-24"
804,"1975_79",.2759804,"20-24"
804,"1980_84",.2299156,"20-24"
804,"1985_89",.192761,"20-24"
804,"1990_94",.1625668,"20-24"
804,"1995_99",.1379669,"20-24"
804,"2000_04",.1853,"20-24"
804,"2005_09",.1008832,"20-24"
804,"2010_14",.0089056,"20-24"
804,"2015_19",.0754487,"20-24"
804,"2020_25","NA","20-24"
804,"1970_74",.4073345,"25-29"
804,"1975_79",.3342017,"25-29"
804,"1980_84",.2762182,"25-29"
804,"1985_89",.2299839,"25-29"
804,"1990_94",.1926565,"25-29"
804,"1995_99",.162477,"25-29"
804,"2000_04",.217221,"25-29"
804,"2005_09",.1174551,"25-29"
804,"2010_14",.0103101,"25-29"
804,"2015_19",.0869675,"25-29"
804,"2020_25","NA","25-29"
804,"1970_74",.4987603,"30-34"
804,"1975_79",.4078251,"30-34"
804,"1980_84",.3342747,"30-34"
804,"1985_89",.2764246,"30-34"
804,"1990_94",.2300438,"30-34"
804,"1995_99",.1926007,"30-34"
804,"2000_04",.2558745,"30-34"
804,"2005_09",.1377028,"30-34"
804,"2010_14",.0120044,"30-34"
804,"2015_19",.1006789,"30-34"
804,"2020_25","NA","30-34"
804,"1970_74",.6117458,"35-39"
804,"1975_79",.5000241,"35-39"
804,"1980_84",.408415,"35-39"
804,"1985_89",.334721,"35-39"
804,"1990_94",.27665,"35-39"
804,"1995_99",.2300872,"35-39"
804,"2000_04",.3034196,"35-39"
804,"2005_09",.162234,"35-39"
804,"2010_14",.0140738,"35-39"
804,"2015_19",.117218,"35-39"
804,"2020_25","NA","35-39"
804,"1970_74",.7690297,"40-44"
804,"1975_79",.6142855,"40-44"
804,"1980_84",.5016224,"40-44"
804,"1985_89",.4093169,"40-44"
804,"1990_94",.335324,"40-44"
804,"1995_99",.2769381,"40-44"
804,"2000_04",.3627031,"40-44"
804,"2005_09",.192447,"40-44"
804,"2010_14",.0165835,"40-44"
804,"2015_19",.1374183,"40-44"
804,"2020_25","NA","40-44"
804,"1970_74",1.002646,"45-49"
804,"1975_79",.7717256,"45-49"
804,"1980_84",.6165919,"45-49"
804,"1985_89",.5032113,"45-49"
804,"1990_94",.4104366,"45-49"
804,"1995_99",.3362411,"45-49"
804,"2000_04",.4370879,"45-49"
804,"2005_09",.2302145,"45-49"
804,"2010_14",.0196778,"45-49"
804,"2015_19",.1619259,"45-49"
804,"2020_25","NA","45-49"
804,"1970_74",1.306129,"50-54"
804,"1975_79",1.010899,"50-54"
804,"1980_84",.7749916,"50-54"
804,"1985_89",.621049,"50-54"
804,"1990_94",.5058292,"50-54"
804,"1995_99",.41272,"50-54"
804,"2000_04",.5318505,"50-54"
804,"2005_09",.2778523,"50-54"
804,"2010_14",.0235611,"50-54"
804,"2015_19",.1922126,"50-54"
804,"2020_25","NA","50-54"
804,"1970_74",1.666548,"55-59"
804,"1975_79",1.317672,"55-59"
804,"1980_84",1.020149,"55-59"
804,"1985_89",.7843028,"55-59"
804,"1990_94",.6273425,"55-59"
804,"1995_99",.5105494,"55-59"
804,"2000_04",.6549042,"55-59"
804,"2005_09",.3389429,"55-59"
804,"2010_14",.0284886,"55-59"
804,"2015_19",.2304165,"55-59"
804,"2020_25","NA","55-59"
804,"1970_74",2.10085,"60-64"
804,"1975_79",1.685535,"60-64"
804,"1980_84",1.338218,"60-64"
804,"1985_89",1.034825,"60-64"
804,"1990_94",.796476,"60-64"
804,"1995_99",.6368152,"60-64"
804,"2000_04",.8142529,"60-64"
804,"2005_09",.4190449,"60-64"
804,"2010_14",.0348655,"60-64"
804,"2015_19",.279281,"60-64"
804,"2020_25","NA","60-64"
804,"1970_74",2.706134,"65-69"
804,"1975_79",2.147643,"65-69"
804,"1980_84",1.721416,"65-69"
804,"1985_89",1.362581,"65-69"
804,"1990_94",1.054663,"65-69"
804,"1995_99",.8137159,"65-69"
804,"2000_04",1.021736,"65-69"
804,"2005_09",.5237627,"65-69"
804,"2010_14",.0433025,"65-69"
804,"2015_19",.3431366,"65-69"
804,"2020_25","NA","65-69"
804,"1970_74",4.331709,"70+"
804,"1975_79",3.47751,"70+"
804,"1980_84",2.778423,"70+"
804,"1985_89",2.222518,"70+"
804,"1990_94",1.766446,"70+"
804,"1995_99",1.38034,"70+"
804,"2000_04",1.689646,"70+"
804,"2005_09",.8406607,"70+"
804,"2010_14",.0681594,"70+"
804,"2015_19",.5330582,"70+"
804,"2020_25","NA","70+"
804,"1970_74","NA","15+"
804,"1975_79",.9711521,"15+"
804,"1980_84",.8054953,"15+"
804,"1985_89",.661025,"15+"
804,"1990_94",.5374381,"15+"
804,"1995_99",.4415834,"15+"
804,"2000_04",.56959,"15+"
804,"2005_09",.2983322,"15+"
804,"2010_14",.02565,"15+"
804,"2015_19",.2107294,"15+"
804,"2020_25","NA","15+"
807,"1970_74","NA","NA"
807,"1975_79","NA","NA"
807,"1980_84","NA","NA"
807,"1985_89","NA","NA"
807,"1990_94","NA","NA"
807,"1995_99","NA","NA"
807,"2000_04","NA","NA"
807,"2005_09","NA","NA"
807,"2010_14","NA","NA"
807,"2015_19","NA","NA"
807,"2020_25","NA","NA"
810,"1970_74","NA","NA"
810,"1975_79","NA","NA"
810,"1980_84","NA","NA"
810,"1985_89","NA","NA"
810,"1990_94","NA","NA"
810,"1995_99","NA","NA"
810,"2000_04","NA","NA"
810,"2005_09","NA","NA"
810,"2010_14","NA","NA"
810,"2015_19","NA","NA"
810,"2020_25","NA","NA"
818,"1970_74",53.34037,"15-19"
818,"1975_79",48.70885,"15-19"
818,"1980_84",43.50576,"15-19"
818,"1985_89",39.06644,"15-19"
818,"1990_94",34.82416,"15-19"
818,"1995_99",30.66205,"15-19"
818,"2000_04",26.72323,"15-19"
818,"2005_09",18.30651,"15-19"
818,"2010_14",14.52479,"15-19"
818,"2015_19",14.84515,"15-19"
818,"2020_25",14.0366,"15-19"
818,"1970_74",57.62205,"20-24"
818,"1975_79",53.28345,"20-24"
818,"1980_84",48.70772,"20-24"
818,"1985_89",43.50394,"20-24"
818,"1990_94",39.06266,"20-24"
818,"1995_99",34.8241,"20-24"
818,"2000_04",30.66373,"20-24"
818,"2005_09",21.19389,"20-24"
818,"2010_14",16.95342,"20-24"
818,"2015_19",17.43617,"20-24"
818,"2020_25",16.5719,"20-24"
818,"1970_74",61.9518,"25-29"
818,"1975_79",57.62108,"25-29"
818,"1980_84",53.30371,"25-29"
818,"1985_89",48.71884,"25-29"
818,"1990_94",43.51138,"25-29"
